,red_mean,green_mean,blue_mean,red_dehaze_mean,green_dehaze_mean,blue_dehaze_mean,gray_mean,gray_dehaze_mean,water_index_mean,veg_index_mean,other_irr_mean,red_variance,green_variance,blue_variance,red_dehaze_variance,green_dehaze_variance,blue_dehaze_variance,gray_variance,gray_dehaze_variance,water_index_variance,veg_index_variance,other_irr_variance,red_std,green_std,blue_std,red_dehaze_std,green_dehaze_std,blue_dehaze_std,gray_std,gray_dehaze_std,water_index_std,veg_index_std,other_irr_std,red_kurtosis,green_kurtosis,blue_kurtosis,red_dehaze_kurtosis,green_dehaze_kurtosis,blue_dehaze_kurtosis,gray_kurtosis,gray_dehaze_kurtosis,water_index_kurtosis,veg_index_kurtosis,other_irr_kurtosis,red_skew,green_skew,blue_skew,red_dehaze_skew,green_dehaze_skew,blue_dehaze_skew,gray_skew,gray_dehaze_skew,water_index_skew,veg_index_skew,other_irr_skew,red_hist_bucket_0,red_hist_bucket_1,red_hist_bucket_2,red_hist_bucket_3,red_hist_bucket_4,red_hist_bucket_5,red_hist_bucket_6,red_hist_bucket_7,red_hist_bucket_8,red_hist_bucket_9,red_hist_bucket_10,red_hist_bucket_11,red_hist_bucket_12,red_hist_bucket_13,red_hist_bucket_14,red_hist_bucket_15,red_hist_bucket_16,red_hist_bucket_17,red_hist_bucket_18,red_hist_bucket_19,green_hist_bucket_0,green_hist_bucket_1,green_hist_bucket_2,green_hist_bucket_3,green_hist_bucket_4,green_hist_bucket_5,green_hist_bucket_6,green_hist_bucket_7,green_hist_bucket_8,green_hist_bucket_9,green_hist_bucket_10,green_hist_bucket_11,green_hist_bucket_12,green_hist_bucket_13,green_hist_bucket_14,green_hist_bucket_15,green_hist_bucket_16,green_hist_bucket_17,green_hist_bucket_18,green_hist_bucket_19,blue_hist_bucket_0,blue_hist_bucket_1,blue_hist_bucket_2,blue_hist_bucket_3,blue_hist_bucket_4,blue_hist_bucket_5,blue_hist_bucket_6,blue_hist_bucket_7,blue_hist_bucket_8,blue_hist_bucket_9,blue_hist_bucket_10,blue_hist_bucket_11,blue_hist_bucket_12,blue_hist_bucket_13,blue_hist_bucket_14,blue_hist_bucket_15,blue_hist_bucket_16,blue_hist_bucket_17,blue_hist_bucket_18,blue_hist_bucket_19,water_index_hist_bucket_0,water_index_hist_bucket_1,water_index_hist_bucket_2,water_index_hist_bucket_3,water_index_hist_bucket_4,water_index_hist_bucket_5,water_index_hist_bucket_6,water_index_hist_bucket_7,water_index_hist_bucket_8,water_index_hist_bucket_9,water_index_hist_bucket_10,water_index_hist_bucket_11,water_index_hist_bucket_12,water_index_hist_bucket_13,water_index_hist_bucket_14,water_index_hist_bucket_15,water_index_hist_bucket_16,water_index_hist_bucket_17,water_index_hist_bucket_18,water_index_hist_bucket_19,veg_index_hist_bucket_0,veg_index_hist_bucket_1,veg_index_hist_bucket_2,veg_index_hist_bucket_3,veg_index_hist_bucket_4,veg_index_hist_bucket_5,veg_index_hist_bucket_6,veg_index_hist_bucket_7,veg_index_hist_bucket_8,veg_index_hist_bucket_9,veg_index_hist_bucket_10,veg_index_hist_bucket_11,veg_index_hist_bucket_12,veg_index_hist_bucket_13,veg_index_hist_bucket_14,veg_index_hist_bucket_15,veg_index_hist_bucket_16,veg_index_hist_bucket_17,veg_index_hist_bucket_18,veg_index_hist_bucket_19,other_irr_hist_bucket_0,other_irr_hist_bucket_1,other_irr_hist_bucket_2,other_irr_hist_bucket_3,other_irr_hist_bucket_4,other_irr_hist_bucket_5,other_irr_hist_bucket_6,other_irr_hist_bucket_7,other_irr_hist_bucket_8,other_irr_hist_bucket_9,other_irr_hist_bucket_10,other_irr_hist_bucket_11,other_irr_hist_bucket_12,other_irr_hist_bucket_13,other_irr_hist_bucket_14,other_irr_hist_bucket_15,other_irr_hist_bucket_16,other_irr_hist_bucket_17,other_irr_hist_bucket_18,other_irr_hist_bucket_19,laplac_mean,laplac_var,sob_mean1,sob_var1,sob_mean2,sob_var2,laplac_mean_hazy,laplac_var_hazy,sob_mean1_hazy,sob_hazy_var,sob_hazymean_2,sob_hazy_var2
0,0.36004782284005893,0.42885167738972607,0.40627608953739963,0.41611166077831596,0.4187263922922097,0.30104715663546944,0.4056697030819163,0.4044875435386086,1.0,0.36803100390885446,0.0,0.00021774919565390442,0.00011016814812290391,7.282598202662072e-05,0.0023067074309622276,0.003387491426424391,0.00643897852036808,0.00011535590223179707,0.0028100110549191884,0.0,0.0006367721644120163,0.0,0.014756327309120803,0.01049610156786337,0.008533814037499336,0.048028194125557415,0.05820215998074634,0.08024324594860355,0.010740386502905614,0.05300953739582329,0.0,0.02523434493724805,0.0,0.721719730581293,0.3453730617562347,0.48450988233433856,0.8142947930148776,0.5807357741804524,1.1875967710870805,0.0,0.0,0.0,0.0,0.0,0.36413701648180086,0.12960039794992087,0.13534201789921518,0.36224003805130695,0.3417910702061296,0.5985453372643568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,290.0,1167.0,1725.0,691.0,176.0,25.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,55.0,383.0,1137.0,1367.0,828.0,240.0,66.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,70.0,266.0,749.0,1052.0,971.0,540.0,272.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,3675.0,395.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00013892354389497604,0.04955844579632144,3.9166810509695815,-0.06486978408568743,0.0382280432884621,3.285894326715096,-2.545126123365904e-05,0.0016142581503067537,0.12639712370525677,-0.013577888837826851,0.006671102685865985,0.10425168868378498
1,0.25750086167280023,0.30005146101408964,0.2522693110447327,0.5632834214484899,0.8275163892760662,0.8518256645960761,0.28185591662836995,0.7512256609399545,1.0,0.4803023129014465,0.0,0.004837493194107446,0.004437965874612799,0.0012755365262967474,0.13672512532062844,0.45785090715504567,0.5300549734099962,0.004033617691523368,0.34510164918378855,0.0,0.004130242234795007,0.0,0.06955208978964936,0.06661805967313067,0.03571465422339613,0.369763607350194,0.6766468112354078,0.7280487438420563,0.06351076831154988,0.5874535293823576,0.0,0.06426696067805765,0.0,1.4436680757560838,-0.2848374576607635,2.138931175685836,2.018318497106919,-0.2508401303848249,1.2423716078782618,0.0,0.0,0.0,0.0,0.0,1.1837242734490556,0.7814724850672652,1.1098130999172275,1.335249001081525,0.9826417588434971,1.2767289399182375,0.0,0.0,0.0,0.0,0.0,0.0,6.0,49.0,188.0,340.0,525.0,506.0,454.0,265.0,160.0,109.0,106.0,73.0,78.0,66.0,73.0,77.0,103.0,127.0,155.0,4.0,42.0,88.0,163.0,248.0,331.0,374.0,354.0,280.0,223.0,169.0,125.0,77.0,64.0,66.0,53.0,42.0,20.0,37.0,30.0,9.0,26.0,85.0,158.0,229.0,341.0,373.0,355.0,304.0,238.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,29.0,52.0,200.0,2142.0,1661.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0007706805642771737,0.523901167956017,320.8973661078176,-1.987619037576139,0.6463341511685505,175.5574384715935,-0.00010762931474673678,0.006597870424828421,3.5338290475655243,-0.18213209763071878,0.05887586805555566,1.8158801170175405
2,0.16937878178614815,0.22763073491116176,0.22293030981925085,0.2351379891071898,0.2614546577051011,0.2121456443372421,0.20966061458812033,0.247941232471479,1.0,0.4758389086665447,0.0,0.0004584036854563794,0.0003028215054295125,0.0001279906655838275,0.0014832419749989437,0.0036561467726744803,0.005583180697831215,0.0002969880442746983,0.0027973121768448384,0.0,0.002417764632450517,0.0,0.021410363973001004,0.017401767307647593,0.01131329596465272,0.038512880637508067,0.060466079521285986,0.07472068453802612,0.01723334106535057,0.05288962258179612,0.0,0.04917077010227232,0.0,0.3254526046787145,0.10920031708055244,0.32691742825672065,0.8338034170363358,0.3717591161003502,0.8532062691323499,0.0,0.0,0.0,0.0,0.0,-0.00022433212095783041,-0.09086344510225865,0.04228321874240722,0.3127003729158522,0.22488425697840522,0.35025236509323343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,700.0,1984.0,1179.0,175.0,15.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,114.0,527.0,1095.0,1348.0,715.0,217.0,59.0,11.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,208.0,550.0,1024.0,1077.0,732.0,318.0,99.0,27.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,284.0,2431.0,1370.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.019089487610685e-05,0.048687053430462444,4.383674777585498,0.008573027095731822,0.03893116167175801,2.8000902235627225,-3.095639297385741e-05,0.004105543884230245,0.3683871521457423,0.00025339562908511447,0.011616147109885677,0.23308265521587
3,0.20150529450061871,0.2557011623008539,0.21156484566483863,0.27219367706218883,0.301278758284887,0.21467481095482005,0.23444490720262712,0.2826822496359662,1.0,0.38129667581727256,0.0,0.0004230022301517112,0.000301264250326595,0.0001359576946471761,0.003025293707796178,0.005420280421710918,0.006567067980644788,0.00028965350985268173,0.004376930095390901,0.0,0.0015354515089317994,0.0,0.02056701801797507,0.017356965469994892,0.011660089821574108,0.05500267000606587,0.07362255375705816,0.08103744801414213,0.017019210024342545,0.06615837131755059,0.0,0.039184837742828535,0.0,1.2179702665628334,0.2982944974782966,0.6143369680524011,1.2788309968609788,0.8923742531590433,1.7577091701174616,0.0,0.0,0.0,0.0,0.0,0.23653516357270793,0.024329998229031008,0.23285943947061438,0.871374557096073,0.6517978487226219,0.773284079023469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,216.0,1338.0,1459.0,724.0,239.0,91.0,16.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,226.0,721.0,1217.0,981.0,546.0,239.0,84.0,30.0,22.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,191.0,614.0,1029.0,1041.0,658.0,300.0,123.0,60.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.0,2573.0,1388.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000616729788961634,0.04841455786978249,4.852521208459113,0.06229462817773138,0.08923125591525209,3.3122791254010253,0.00015677657781862784,0.003163082149511387,0.3227893609107195,0.009317555147059007,0.014610619638480322,0.22571503385471728
4,0.22481043198529485,0.17731981464460667,0.0765498142616424,0.2657213091942261,0.468152819832916,0.5173075424841955,0.1800092481426164,0.4132028644032736,1.0,0.4452119834610175,0.0,0.0059612360957584706,0.004776427984145998,0.001879254920477601,0.18629145027159497,0.45341454776375845,0.5351599129550839,0.004670982876293902,0.3678277848241868,0.0,0.002493198141327328,0.0,0.07720904154150905,0.06911170656369293,0.043350373936998525,0.43161493286446306,0.6733606372247776,0.7315462479946732,0.06834458922470675,0.6064880747584299,0.0,0.04993193508494667,0.0,3.7744380889499096,3.3103281152784447,5.728221363674406,7.673020357462194,5.0361110798522954,5.611504168757232,0.0,0.0,0.0,0.0,0.0,1.94972545729915,1.7945449181291575,2.0653708794027095,2.709319502684809,2.4440329628136936,2.565457878372327,0.0,0.0,0.0,0.0,0.0,699.0,1414.0,719.0,293.0,144.0,81.0,48.0,28.0,26.0,32.0,31.0,32.0,29.0,54.0,18.0,27.0,17.0,16.0,18.0,16.0,3.0,241.0,935.0,900.0,578.0,301.0,176.0,97.0,70.0,38.0,34.0,25.0,18.0,16.0,15.0,14.0,14.0,15.0,23.0,18.0,0.0,15.0,416.0,1002.0,929.0,476.0,233.0,138.0,79.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,52.0,606.0,2964.0,470.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00023022475160433325,0.28368410048305065,194.61858130035958,-0.6131500323117537,2.427295134762178,157.38330445316137,0.0001499948937908478,0.006084110025430897,2.3080738652774277,-0.08562745736315358,0.23853081597222214,2.0821040444160404
5,0.594978123085142,0.6146532245710403,0.5797695982689708,0.43185385209404936,0.4976947418381932,0.4218336006922245,0.6047341380160454,0.46931696032884446,1.0,0.16785375160638885,0.0,0.00036549234192035084,0.00023162059992930053,0.00019753551715752114,0.010020494270832027,0.01350385211896177,0.020707530848841825,0.0002559213796467255,0.012546090818997359,0.0,0.0020659543767925764,0.0,0.019117854009285427,0.015219086698264798,0.014054732909504939,0.10010241890599861,0.11620607608452223,0.1439011148283495,0.01599754292529717,0.11200933362446791,0.0,0.04545277083734914,0.0,6.084816230538495,3.5994098761443842,3.7069170295035834,13.949651386005844,10.706598419449971,17.794787503326912,0.0,0.0,0.0,0.0,0.0,1.3010936931285397,0.9742494245109629,0.786784792427624,2.0888529734802592,1.9221318334212467,2.6597406906251373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,160.0,594.0,1041.0,865.0,459.0,514.0,254.0,139.0,37.0,6.0,6.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,107.0,601.0,1059.0,725.0,477.0,307.0,273.0,422.0,79.0,14.0,4.0,6.0,2.0,4.0,0.0,0.0,0.0,3.0,117.0,499.0,855.0,794.0,460.0,368.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,255.0,2959.0,847.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.393221774784236e-05,0.050826199159025275,10.930023050410064,-0.4221713989741809,-0.02213800428220757,6.890453238421059,6.701899509805154e-06,0.0006034343563164411,0.13321612334869123,-0.06815369051266323,0.0010786866830064916,0.08666101561367111
6,0.39431487438726215,0.4394859164368994,0.4009914024203649,0.5704290742081783,0.8103928999543093,0.8782873262023229,0.4215519687787227,0.7463266377410729,1.0,0.32371054516296105,0.0,0.0031033085218442067,0.0011875084966638868,0.00038210248429240896,0.03780014166362366,0.12035367062627295,0.3128377705733035,0.0014778938915736854,0.10237100380599601,0.0,0.02384097288060433,0.0,0.055707347108296286,0.03446024516256213,0.019547441886149937,0.19442258527142278,0.34692026551683736,0.5593190239687038,0.03844338553735461,0.31995469023909623,0.0,0.15440522297061174,0.0,4.813175814570907,1.4411602321186363,3.201897867000488,3.3548642495647627,1.3904397642955155,4.828377838183826,0.0,0.0,0.0,0.0,0.0,2.01759697292754,1.0586703950093432,1.4074255157081488,1.5212330696013854,1.1268880287884042,2.0578657179888755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,43.0,198.0,361.0,561.0,573.0,489.0,463.0,385.0,241.0,195.0,162.0,90.0,54.0,25.0,23.0,0.0,0.0,0.0,1.0,11.0,44.0,73.0,150.0,185.0,219.0,275.0,291.0,288.0,277.0,275.0,294.0,219.0,193.0,169.0,181.0,0.0,2.0,12.0,33.0,64.0,95.0,123.0,160.0,195.0,199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,42.0,8.0,34.0,46.0,149.0,639.0,1894.0,1159.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0005798932734277967,0.24993877690832125,115.6545419734191,0.7012162418601532,0.9265475799687873,87.35899386904283,-4.842920241013532e-05,0.0026381760701906956,1.1986729787313577,0.06863798253676466,0.09102743310866025,0.895677683127524
7,0.4351016773897251,0.4536415249693905,0.39043806487441574,0.5032343440681458,0.6140019766921341,0.567608025782438,0.4408494059244803,0.5755432206994479,1.0,0.3064615241759293,0.0,7.169957346111341e-05,3.919949374809316e-05,2.998195620098331e-05,0.002998195620098267,0.003919949374809388,0.007169957346111449,3.9444919178727934e-05,0.003204658654728136,0.0,0.0002618204159578153,0.0,0.008467560065397435,0.006260949907808971,0.005475578161343632,0.054755781613435736,0.06260949907809028,0.08467560065397499,0.0062805190214446395,0.056609704598488554,0.0,0.016180865735732908,0.0,1.9858553969738404,1.2566226664073392,1.4052616231765604,1.4052616231765915,1.2566226664073907,1.9858553969738626,0.0,0.0,0.0,0.0,0.0,0.9074450683864516,0.6530514712890135,0.4320284378530035,0.4320284378530436,0.6530514712890662,0.9074450683864775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,73.0,586.0,1259.0,1444.0,582.0,114.0,24.0,5.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,697.0,1134.0,1136.0,668.0,281.0,69.0,34.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,154.0,640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1352.0,2744.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00017632378472222647,0.03135668461371876,3.710254416531735,0.14469002119076793,0.21030959584354605,3.705518779502844,-1.7632378472223555e-05,0.00031356684613718797,0.03710254416531738,0.014469002119076762,0.021030959584354605,0.03705518779502847
8,0.16295836205575992,0.21269387637867396,0.1303021599264725,0.11820749834616825,0.20300541303491546,0.15228433565972666,0.18841400608436676,0.17185681297237337,1.0,0.537606747181348,0.0,0.003558827185747654,0.0022500071382119302,0.0010360098233455762,0.0032707186645920985,0.007184074558152653,0.013645827358790125,0.0023847462471221193,0.00628751476982051,0.0,0.004316883083929328,0.0,0.059655906545351016,0.047434240145826416,0.03218710647674898,0.057190197277086734,0.08475892022762355,0.1168153558347109,0.04883386373329597,0.07929385076927788,0.0,0.06570299143820872,0.0,3.6724032096495733,0.8484052725585767,2.3385066044925393,13.803236408478973,8.685024768026624,17.50851741240673,0.0,0.0,0.0,0.0,0.0,1.5403240210102536,0.8590561534487311,1.1181049226065634,2.919533258437566,2.288863409001287,3.4652889253134025,0.0,0.0,0.0,0.0,0.0,81.0,1702.0,1538.0,548.0,129.0,26.0,20.0,10.0,20.0,14.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,977.0,1467.0,637.0,516.0,262.0,53.0,36.0,12.0,10.0,10.0,16.0,12.0,9.0,1.0,0.0,0.0,0.0,0.0,188.0,1266.0,1222.0,543.0,365.0,236.0,108.0,58.0,26.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,138.0,787.0,2524.0,626.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.252538681286761e-05,0.020115627728594546,8.003618663808043,-0.011700250415280194,-0.0819943968829471,7.726560626656927,-3.406798917483738e-05,0.007870469096830179,2.1022706753008067,-0.008701698452818568,-0.05977176840788395,2.0869153226091
9,0.5821066463695023,0.5671566233915213,0.5014497644760865,1.1614047283579465,1.4360451651728985,1.794316146061382,0.5640778876809515,1.394654425913686,1.0,0.08350804222972859,0.0,0.010227533828142012,0.004713770695108025,0.002787075525737679,0.2789039305373489,0.47189404118984685,1.0228048336689317,0.0058336400493964515,0.45554620614948915,0.0,0.014101491578091232,0.0,0.10113127027849503,0.06865690566219851,0.052792760164038395,0.5281135583729591,0.6869454426589108,1.0113381401237331,0.07637826948416972,0.6749416316612046,0.0,0.11874970138106129,0.0,-1.199280774784112,-0.7910956523205659,-0.8709932500195094,-0.8722059078206161,-0.7924849090213271,-1.2002581603170146,0.0,0.0,0.0,0.0,0.0,0.22750101680489185,0.45619607574485904,0.4318897954100104,0.43144236643578215,0.4551901121931636,0.22793802705931424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,26.0,59.0,105.0,166.0,240.0,303.0,295.0,227.0,168.0,96.0,66.0,39.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,27.0,51.0,75.0,118.0,148.0,160.0,195.0,208.0,220.0,176.0,144.0,100.0,0.0,0.0,0.0,1.0,2.0,13.0,28.0,44.0,57.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,1138.0,1184.0,797.0,857.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.141139767469454e-05,0.1486351201463895,58.942665776763825,0.956501579018071,3.6696161705337467,79.98438211657634,4.388148488562835e-06,0.0014977245732236079,0.5901968264403318,0.09549584482230393,0.3665581597222222,0.801436355943137
